StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_age,consent_understand,consent_participate,Q646_Browser,Q646_Version,Q646_Operating System,Q646_Resolution,attention_check_1_1,attention_check_1_2,attention_check_1_3,attention_check_2,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_child,AC_4_intent_child,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_elderly,AC_4_intent_elderly,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_child,AC_4_random_child,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_elderly,AC_4_random_elderly,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_woman,AC_4_intent_woman,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_man,AC_4_intent_man,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_woman,AC_4_random_woman,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_man,AC_4_random_man,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_athlete,AC_4_intent_athlete,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_obese,AC_4_intent_obese,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_athlete,AC_4_random_athlete,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_obese,AC_4_random_obese,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_exec,AC_4_intent_exec,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_homeless,AC_4_intent_homeless,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_exec,AC_4_random_exec,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_homeless,AC_4_random_homeless,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_lawful,AC_4_intent_lawful,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_lawless,AC_4_intent_lawless,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_lawful,AC_4_random_lawful,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_lawless,AC_4_random_lawless,gender,gender_4_TEXT,ethnicity,ethnicity_5_TEXT,age,education,education_9_TEXT,comments
5/6/20 7:19,5/6/20 7:25,IP Address,66.176.215.114,100,394,TRUE,5/6/20 7:25,R_1Qc7uNLzzgLX8og,,,,,25.95620728,-80.18280029,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Windows NT 10.0,1536x864,15,40,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,1,21,1,1,1,1,1,1,0,96,98,1,80,Randomly,Child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,Mixed,,29,College Graduate (4 year),,Weird attention check in the beginning....
5/6/20 7:21,5/6/20 7:25,IP Address,184.174.171.134,100,271,TRUE,5/6/20 7:26,R_zeXQAAxmGTGDeKd,,,,,35.07659912,-85.31140137,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Macintosh,1440x900,15,30,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,71,72,0,0,Neither,Large person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,White,,31,College Graduate (4 year),,
5/6/20 7:22,5/6/20 7:26,IP Address,192.200.158.110,100,218,TRUE,5/6/20 7:26,R_1F4xvt9RypGxnB2,,,,,33.44129944,-112.042099,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Windows NT 10.0,1920x1080,15,20,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,82,74,68,69,69,76,61,67,80,61,66,76,56,Neither,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,White,,58,College Graduate (4 year),,
5/6/20 7:23,5/6/20 7:26,IP Address,66.172.203.23,100,143,TRUE,5/6/20 7:26,R_3KvZlwQX8SzY3zJ,,,,,41.89399719,-94.68000031,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Macintosh,1920x1080,15,30,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,53,72,87,84,84,0,0,0,0,73,75,70,100,Randomly,Executive/Doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,White,,38,Masters Degree (MS),,
5/6/20 7:20,5/6/20 7:26,IP Address,24.102.239.254,100,330,TRUE,5/6/20 7:26,R_11c4j2OA9KeDi8O,,,,,40.17500305,-76.18170166,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.117,Android 10,360x740,15,40,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,19,85,70,80,80,10,5,10,15,60,5,15,70,Deliberately,Homeless person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,White,,37,Some College,,
5/6/20 7:23,5/6/20 7:26,IP Address,24.53.64.226,100,160,TRUE,5/6/20 7:26,R_2QfGdINbrl0dNuN,,,,,37.33709717,-79.28150177,anonymous,EN,Yes,Yes,Yes,Firefox,76,Windows NT 6.3,1366x768,15,20,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,10,0,0,0,0,0,0,50,50,20,20,Randomly,Large person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,White,,34,High School or Equivalent,,
5/6/20 7:21,5/6/20 7:26,IP Address,198.228.132.227,100,269,TRUE,5/6/20 7:26,R_3NOsEqdzgXFrlyh,,,,,34.02400208,-84.23960114,anonymous,EN,Yes,Yes,Yes,Chrome,83.0.4103.34,Windows NT 6.1,1366x768,15,25,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,52,61,79,74,60,56,60,69,60,66,78,49,62,Deliberately,Neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,White,,52,College Graduate (4 year),,NA
5/6/20 7:20,5/6/20 7:26,IP Address,73.149.200.15,100,348,TRUE,5/6/20 7:26,R_3G8qAWBwCFgMONs,,,,,42.45320129,-71.14279938,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.122,Macintosh,1152x720,15,40,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,90,100,100,100,80,15,40,10,40,50,20,100,100,Randomly,Law-breaking person,Female,,White,,40,Masters Degree (MS),,No
5/6/20 7:19,5/6/20 7:26,IP Address,45.56.174.56,100,376,TRUE,5/6/20 7:26,R_2PzI4e7RXcJQfeP,,,,,37.75100708,-97.8219986,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Windows NT 10.0,1366x768,15,60,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,51,67,92,83,81,70,69,64,74,66,36,61,67,Deliberately,Athlete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,White,,33,College Graduate (4 year),,
5/6/20 7:23,5/6/20 7:26,IP Address,76.249.132.253,100,141,TRUE,5/6/20 7:26,R_RITu5j6XKi1AyxX,,,,,29.75450134,-95.40930176,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Windows NT 10.0,1920x1080,15,30,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,30,40,50,60,52,30,60,100,Randomly,Law-abiding person,,,,,,,,,,,,,,,,,Prefer not to disclose,,White,,22,College Graduate (4 year),,
5/6/20 7:23,5/6/20 7:26,IP Address,69.115.99.73,100,140,TRUE,5/6/20 7:26,R_3rUKzsRreoDxbUY,,,,,40.51750183,-74.39910126,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Windows NT 10.0,1280x720,15,26,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,34,37,62,47,30,22,16,31,58,79,40,48,73,Randomly,Homeless person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,White,,28,College Graduate (4 year),,
5/6/20 7:22,5/6/20 7:26,IP Address,97.95.203.216,100,221,TRUE,5/6/20 7:26,R_3FUqdUq24Z6xW8z,,,,,34.83079529,-82.35070038,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.138,Android 10,412x846,15,40,60,0,20,20,90,60,80,80,40,20,20,70,80,40,70,80,Deliberately,Child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,Asian,,36,Vocational/Technical School (2 year),,Thank you!
5/6/20 7:24,5/6/20 7:26,IP Address,198.228.80.152,100,102,TRUE,5/6/20 7:26,R_33vexyv0y4Yqo7k,,,,,37.75100708,-97.8219986,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Windows NT 10.0,1366x768,42,38,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,35,51,37,51,54,47,46,53,32,52,44,46,51,Deliberately,Law-breaking person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,White,,65,College Graduate (4 year),,
5/6/20 7:18,5/6/20 7:26,IP Address,209.95.36.143,100,438,TRUE,5/6/20 7:26,R_2AYZ3HiZDARacJD,,,,,40.69819641,-111.8410034,anonymous,EN,Yes,Yes,Yes,Chrome,77.0.3865.90,Windows NT 10.0,1600x900,15,31,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,49,62,71,50,39,61,70,9,30,60,51,61,60,Deliberately,Executive/Doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,White,,,College Graduate (4 year),,INTERESTING
5/6/20 7:22,5/6/20 7:26,IP Address,173.90.96.12,100,233,TRUE,5/6/20 7:26,R_1ePjNQfD5EOvV9R,,,,,41.32220459,-80.74430084,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Windows NT 6.3,1366x768,15,30,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,100,100,100,100,100,100,0,100,100,0,100,100,Deliberately,Athlete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,Black,,28,College Graduate (4 year),,none
5/6/20 7:22,5/6/20 7:26,IP Address,196.17.66.63,100,216,TRUE,5/6/20 7:26,R_1hBjkxdvKh6A8iM,,,,,34.05439758,-118.2440033,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.138,Windows NT 10.0,1536x864,15,20,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,86,80,84,71,83,79,62,89,77,91,82,90,77,Randomly,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,Other,AMERICAN,30,College Graduate (4 year),,GOOD
5/6/20 7:22,5/6/20 7:26,IP Address,71.60.96.199,100,203,TRUE,5/6/20 7:26,R_2SDhjOTRKIvGjFM,,,,,40.42419434,-79.76580048,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.138,Windows NT 10.0,1920x1080,15,30,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,50,20,10,0,0,0,0,0,50,30,0,5,Randomly,Athlete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,White,,,Some College,,
5/6/20 7:23,5/6/20 7:26,IP Address,73.239.161.15,100,157,TRUE,5/6/20 7:26,R_1oI4X7aaT05Pj9j,,,,,47.62890625,-117.5513,anonymous,EN,Yes,Yes,Yes,Chrome,83.0.4103.34,Windows NT 10.0,1024x768,60,83,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,55,55,63,81,54,56,48,53,78,79,87,73,46,Randomly,Large person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,White,,38,Masters Degree (MS),,nice
5/6/20 7:22,5/6/20 7:26,IP Address,73.22.57.190,100,241,TRUE,5/6/20 7:26,R_297aeuJCLhoChgY,,,,,42.26449585,-88.00340271,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Windows NT 10.0,1920x1080,15,30,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,50,92,85,100,100,5,1,0,3,1,1,35,50,Randomly,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,White,,45,Some College,,none thanks
5/6/20 7:24,5/6/20 7:26,IP Address,100.36.18.12,100,124,TRUE,5/6/20 7:26,R_r9HhPn1NZwtXj5T,,,,,38.92999268,-77.34999847,anonymous,EN,Yes,Yes,Yes,Firefox,76,Windows NT 10.0,1920x1080,15,50,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,68,90,52,42,50,0,0,0,0,0,0,64,46,Deliberately,Athlete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,Asian,,24,College Graduate (4 year),,none
